drug_id,drug_name,generic_names,trade_names,drug_type
PA164712353,"Amino acids/carbohydrates/minerals/vitamins, combinations",Unknown,Unknown,Drug Class
PA164712352,"Amino acids, incl. combinations with polypeptides",Unknown,Unknown,Drug Class
PA164712354,Aminoalkyl ethers,Unknown,Unknown,Drug Class
PA10247,aminobenzoic acid,Unknown,Unknown,Drug
PA164774947,aminocaproic acid,"6-aminohexanoic acid, ACS, Aminocaproate, Aminocaproic, aminocaproic acid, e-aminocaproic acid, epsilon-ahx, epsilon-amino caproic acid","Acepramin, Acepramine, Afibrin, Amicar, Amikar, Aminokapron, Atsemin, Caplamin, Capracid, Capramol, Capranol, Caprocid, Caprolisin, EACA, EACS, Epsamon, Epsicapron, Epsikapron, Epsilcapramin, Epsilcapramine, Hemocaprol, Hemopar, Hepin, Ipsilon, Respramin",Drug
PA448375,aminoglutethimide,"Dl-Aminoglutethimide, P-Aminoglutethimide","Cytadren, Elipten, Orimeten",Drug
PA452167,aminoglycoside antibacterials,Unknown,Unknown,Drug Class
PA134711723,aminohippurate,"Aminohippurate Sodium, Aminohippuric acid, Aminohippuric acid Sodium salt, PAH, Sodium p-aminohippurate, Sodium para-Aminohippurate, para-Aminohippurate",Unknown,Drug
PA10015,aminolevulinic acid,"5-aminolevulinic acid, ALA, Aminolevulinate, delta-Aminolevulinic acid","Aladerm, Kerastick, Levulan, Levulan Kerastick",Drug
PA164748135,aminophenazone,"4-Dimethylaminoantipyrine, Aminopyrine, Dipyrine",Unknown,Drug
PA164781029,aminophylline,"Aminophyllin, Aminophylline Anhydrous, Aminophylline Dihydrate, Aminophylline Dye Free","Aminocardol, Aminodur, Ammophyllin, Cardiofilina, Cardiomin, Cardophylin, Cardophyllin, Carena, Cariomin, Diaphylline, Diophllin, Diuxanthine, Dobo, Dura-Tab S.M. Aminophylline, Ethophylline, Etilen-Xantisan Tabl., Eurphyllin, Euufillin, Genophyllin, Grifomin, Inophylline, Lasodex, Linampheta, Lixaminol, Metaphyllin, Metaphylline, Methophylline, Minaphil, Miofilin, Neophyiline, Norofilina, Peterphyllin, Phylcardin, Phyllindon, Phyllocontin, Phyllocontin-350, Rectalad Aminophylline, Rectalad-Aminophylline, Somophyllin, Somophyllin O, Somophyllin-O, Stenovasan, Syntophyllin, Theodrox, Theolamine, Theolone, Theophyldine, Theophyline Ethylenediamine, Theophyllamine, Theophyllaminum, Theophyllin Aethylendiamin, Theophyllin Ethylenediamine, Theophylline Ethylenediamine, Thephyldine, Truphylline, Variaphylline, Vasofilina",Drug
PA165109541,aminopterin,"4-Aminofolic acid, 4-Aminopteroyl-L-glutamic acid, Aminopterin sodium, Aminopteroylglutamic acid",Unknown,Drug
PA164712355,Aminoquinolines,Unknown,Unknown,Drug Class
PA448382,aminosalicylic acid,"4-ASA, 4-aminosalicylic acid, APAS, Amino-PAS, Aminosalicylate Sodium, P-Aminosalicylic Acid, PAS, PASK, Para-Amino Salicylic Acid, Para-aminosalicylic acid","Aminopar, Aminox, Apacil, Deapasil, Entepas, Ferrosan, Gabbropas, Hellipidyl, Kyselina P-Aminosalicylova, Neopasalate, Osacyl, PAS-C, Pamacyl, Pamisyl, Para-Pas, Paramycin, Parasal, Parasalicil, Parasalindon, Pasa, Pasalon, Pasara, Pascorbic, Pasdium, Pasem, Paser, Pasmed, Pasnodia, Pasolac, Propasa, Rezipas, Sanipirol-4, Sanipriol-4",Drug
PA164712356,Aminosalicylic acid and derivatives,Unknown,Unknown,Drug Class
PA164712357,Aminosalicylic acid and similar agents,Unknown,Unknown,Drug Class
PA448383,amiodarone,"Amiodarona [INN-Spanish], Amiodarone Base, Amiodarone HCL, Amiodarone Hydrochloride, Amiodaronum [INN-Latin]","Aminodarone, Amio-Aqueous IV, Amiodarons, Aratac, Arycor, Cordarone, Cordarone Intravenous, Labaz, Pacerone, pms-Amiodarone",Drug
PA162565877,amisulpride,"Aminosultopride, amisulpride","Deniban, Solian",Drug
PA448385,amitriptyline,"Amitriprolidine, Amitriptylin, Amitriptyline HCL, Amitriptyline Hydrochloride, Amitryptiline, Amitryptyline, Amytriptiline","Adepress, Adepril, Amitid, Amitril, Damilan, Damilen, Elanil, Elavil, Endep, Flavyl, Hexathane, Horizon, Lantron, Laroxil, Laroxyl, Lentizol, Proheptadiene, Redomex, Saroten, Sarotex, Seroten, Sylvemid, Triptanol, Triptilin, Triptisol, Tryptanol, Tryptizol, dAmitriptyline",Drug
PA166321301,amivantamab,"Rybrevant, amivantamab-vmjw",Unknown,Drug
PA164745310,amlexanox,"Amlexanox [USAN:INN:JAN], Amlexanoxo [Spanish], Amlexanoxum [Latin], amlexanox","Amlenanox, Amoxanox, Aphthasol, Elics, OraDisc, Solfa",Drug
PA448388,amlodipine,"Amlodipine Benzenesulfonate, Amlodipine Besilate, Amlodipine Besylate, Amlodipine Free Base, Amlodipino [Spanish], Amlodipinum [Latin]","Amlocard, Amlodis, Amvaz, Coroval, Lipinox, Lotrel, Norvasc",Drug
PA166183785,amlodipine / atorvastatin / perindopril arginine,Unknown,Unknown,Drug
PA166131585,ammonia,ammonia solution strong,Unknown,"Drug, Metabolite"
PA448392,ammonium chloride,Unknown,Unknown,Drug
PA165958400,ammonium lactate,"ammonium (+-)-lactate, lactic acid ammonium salt","Lac-Hydrin, Laclotion",Drug
PA448401,amobarbital,Unknown,Isomytal,Drug
PA448404,amodiaquine,"""Amodiaquin"", ""Amodiaquine USP24"", ""Amodiaquine, ring-closed"", ""amodiaquine hydrochloride""","Basoquin, CAM-AQ1, CAM-AQI, Camochin, Camoquin, Camoquin HCL, Camoquinal, Camoquine, Flavoquin, Flavoquine, Miaquin",Drug
PA448405,amoxapine,Amoxepine,"Ascendin, Asendis, Defanyl, Demolox, Moxadil",Drug
PA448406,amoxicillin,"AMC, Amoxicilina [INN-Spanish], Amoxicillin Trihydrate, Amoxicillin anhydrous, Amoxicilline [INN-French], Amoxicillinum [INN-Latin], Amoxycillin, Amoxycillin Trihydrate, D-Amoxicillin, p-Hydroxyampicillin","AMPC, Actimoxi, Amoclen, Amolin, Amopen, Amopenixin, Amoxi, Amoxi-Mast, Amoxibiotic, Amoxiden, Amoxil, Amoxivet, Anemolin, Aspenil, Biomox, Bristamox, Cemoxin, Clamoxyl, Delacillin, Dispermox, Efpenix, Flemoxin, Hiconcil, Histocillin, Ibiamox, Imacillin, Lamoxy, Metafarma capsules, Metifarma capsules, Moxacin, Moxal, Ospamox, Pamoxicillin, Piramox, Polymox, Robamox, Sawamox PM, Sumox, Tolodina, Trimox, Unicillin, Utimox, Vetramox, Wymox, Zimox",Drug
PA164712358,Amphenicols,Amphenicols,Unknown,Drug Class
PA448408,amphetamine,"(+/-)-Benzedrine, (+/-)-Desoxynorephedrine, (+/-)-beta-Phenylisopropylamine, 1-Methyl-2-phenylethylamine, 1-Phenyl-2-aminopropane, 3-Methoxy-a-methylbenzeneethanamine, 3-Methoxyamphetamine, 3-Methoxyphenylisopropylamine, Amfetamine, Amphetamine Sulfate, DL-alpha-Methylphenethylamine, Fenylo-izopropylaminyl, Methamphetamine HCL, Phenylisopropylamine, [1-(3-Methoxyphenyl)-2-propyl]amine, alpha-Methylbenzeneethaneamine, beta-Aminopropylbenzene, beta-phenyl-isopropylamine, dl-1-Phenyl-2-aminopropane, dl-Amphetamine, dl-Benzedrine, m-Methoxy-a-methylphenethylamine, m-Methoxyamphetamine","Actedron, Adipan, Allodene, Anorexide, Anorexine, Benzebar, Benzedrine, Benzolone, Desoxyn, Dexampex, Dexedrine, Dextrostat, Elastonon, Fenamin, Ferndex, Finam, Isoamycin, Isoamyne, Isomyn, Mecodrin, Methampex, Norephedrane, Novydrine, Oktedrin, Ortedrine, Paredrine, Percomon, Phenamine, Phenedrine, Profamina, Propisamine, Psychedrine, Raphetamine, Rhinalator, Simpatedrin, Simpatina, Sympamin, Sympamine, Sympatedrine, Weckamine",Drug
PA448415,amphotericin b,"AMPH-B, Amphortericin B, Amphotericine B, Liposomal Amphotericin B, amphotericin B","ABLC, Abelcet, AmB, AmBisome, Ampho-Moronal, Amphocin, Amphotec, Amphotericin, Amphozone, Fungilin, Fungisone, Fungizone, Fungizone Intravenous, HSDB 3008 IAB, Halizon, IAB, LNS-AmB, Mysteclin-F, SinuNase, Tegopen",Drug
PA448419,ampicillin,"Aminobenzylpenicillin, Ampicilina [INN-Spanish], Ampicillin Acid, Ampicillin Anhydrate, Ampicillin Anhydrous, Ampicillin Base, Ampicillin Sodium, Ampicillin Trihydrate, Ampicillin [Usan:Ban:Inn:Jan], Ampicillina [Dcit], Ampicilline, Ampicilline [INN-French], Ampicillinum [INN-Latin], Anhydrous Ampicillin, Bayer 5427, D-Ampicillin","""AB-PC"", ""Ab-Pc Sol"", ""Acillin"", ""Adobacillin"", ""Alpen"", ""Amblosin"", ""Amcill"", ""Amfipen"", ""Amfipen V"", ""Amipenix S"", ""Ampen"", ""Ampi"", ""Ampi-Bol"", ""Ampi-Co"", ""Ampi-Tab"", ""Ampichel"", ""Ampicil"", ""Ampicillin A"", ""Ampicin"", ""Ampifarm"", ""Ampikel"", ""Ampimed"", ""Ampipenin"", ""Ampipenin, Nt3"", ""Ampiscel"", ""Ampisyn"", ""Ampivax"", ""Ampivet"", ""Amplacilina"", ""Amplin"", ""Amplipenyl"", ""Amplisom"", ""Amplital"", ""Ampy-Penyl"", ""Austrapen"", ""BRL"", ""Binotal"", ""Bonapicillin"", ""Britacil"", ""Campicillin"", ""Cimex"", ""Copharcilin"", ""D-Cillin"", ""Delcillin"", ""Deripen"", ""Divercillin"", ""Doktacillin"", ""Duphacillin"", ""Geocillin"", ""Grampenil"", ""Guicitrina"", ""Guicitrine"", ""Lifeampil"", ""Morepen"", ""Norobrittin"", ""Novo-Ampicillin"", ""Nuvapen"", ""Olin Kid"", ""Omnipen"", ""Omnipen-N"", ""Orbicilina"", ""Pen A"", ""Pen Ampil"", ""Pen a Oral"", ""Penbristol"", ""Penbritin"", ""Penbritin Paediatric"", ""Penbritin Syrup"", ""Penbritin-S"", ""Penbrock"", ""Penicline"", ""Penimic"", ""Pensyn"", ""Pentrex"", ""Pentrexl"", ""Pentrexyl"", ""Pfizerpen A"", ""Pfizerpen-A"", ""Polycillin"", ""Polycillin-N"", ""Ponecil"", ""Princillin"", ""Principen"", ""Principen '125'"", ""Principen '250'"", ""Principen '500'"", ""Qidamp"", ""Racenacillin"", ""Ro-Ampen"", ""Rosampline"", ""Roscillin"", ""Semicillin"", ""Semicillin R"", ""Servicillin"", ""Sk-Ampicillin"", ""Spectrobid"", ""Sumipanto"", ""Supen"", ""Synpenin"", ""Texcillin"", ""Tokiocillin"", ""Tolomol"", ""Totacillin"", ""Totacillin-N"", ""Totalciclina"", ""Totapen"", ""Trifacilina"", ""Ultrabion"", ""Ultrabron"", ""Vampen"", ""Viccillin"", ""Viccillin S"", ""Wypicil""",Drug
PA448422,amprenavir,"AMP, AMV, APV, VX-478","Agenerase, Prozei, Vertex",Drug
PA164746803,amrinone,"Amrinona [inn-spanish], Amrinonum [inn-latin], Inamrinone, Inamrinone lactate","Amcoral, Cartonic, Cordarex, Cordemcura, Inocor, Wincoram",Drug
PA10309,amsacrine,"Acridinyl Anisidide, M-AMSA, MAMSA","AMSA P-D, Amsidine, Amsidyl, Amsine",Drug
PA166220604,amuvatinib,"""N-(1,3-benzodioxol-5-ylmethyl)-4-(4-benzofuro[3,2-d]pyrimidinyl)-1-piperazinecarbothioamide"", ""N-(1,3-benzodioxol-5-ylmethyl)-4-([1]benzofuro[3,2-d]pyrimidin-4-yl)piperazine-1-carbothioamide""",Unknown,Drug
PA164750570,amyl nitrite,"""3-Methylbutanol nitrite"", ""3-Methylbutyl nitrite"", ""Amilnitrit"", ""Amilnitrite"", ""Amyl nitrit"", ""Amyl nitrite I"", ""Amyl nitrosum"", ""IPN"", ""Isoamyl nitrite"", ""Isopentyl nitrite"", ""Nitramyl"", ""Nitrous acid, 3-methylbutyl ester"", ""Nitrous acid, isopentyl ester"", ""Pentanoli nitris"", ""Pentyl nitrite"", ""n-amyl nitrite"", ""n-pentyl nitrite""","Aspiral, Vaporole",Drug
PA164712360,Anabolic Agents For Systemic Use,Unknown,Unknown,Drug Class
PA164712361,Anabolic Steroids,Unknown,Unknown,Drug Class
PA165960688,anacetrapib,Unknown,MK0859,Drug
PA164742986,anagrelide,"Anagrelide HCL, Anagrelide Hydrochloride, BL-4162A","Agrylin, Xagrid",Drug
PA10799,anakinra,"ICIL-1RA, IL-1RN, IL-1ra, IL1 inhibitor, IRAP, Interleukin-1 receptor antagonist protein precursor",Kineret,Drug
PA164712362,Analgesics,Unknown,Unknown,Drug Class
PA164712363,Analgesics and anesthetics,Unknown,Unknown,Drug Class
PA166305821,Anaplastic lymphoma kinase (ALK) inhibitors,ALK inhibitors,Unknown,Drug Class
PA166335701,anaprazole,"2-[[3-(3-methoxypropoxy)-2-methylphenyl]methylsulfinyl]-6,7-dihydro-1H-furo[2,3-f]benzimidazole",Unknown,Drug
PA448432,anastrozole,"Anastrozol, anastrozole","Anastrole, Arimidex",Drug
PA164712364,"Androgen, progestogen and estrogen in combination",Unknown,Unknown,Drug Class
PA10381,androgens and estrogens,Unknown,Unknown,Drug Class
PA164712365,Androgens And Female Sex Hormones In Combination,Unknown,Unknown,Drug Class
PA164712366,Androgens and female sex hormones in combination with other drugs,Unknown,Unknown,Drug Class
PA10733,androgens for topical use,Unknown,Unknown,Drug Class
PA164712367,Androstan derivatives,Unknown,Unknown,Drug Class
PA164712872,Anesthetics,local anesthetics,Unknown,Drug Class
PA164712372,Angiotensin II Antagonists,"Angiotensin II antagonists, plain",Unknown,Drug Class
PA164712368,Angiotensin II antagonists and calcium channel blockers,Unknown,Unknown,Drug Class
PA164712369,Angiotensin II antagonists and diuretics,Unknown,Unknown,Drug Class
PA164712371,"Angiotensin II Antagonists, Combinations",Unknown,Unknown,Drug Class
PA164742938,anidulafungin,anidulafungin,Eraxis,Drug
PA166277641,anifrolumab,Unknown,Saphnelo,Drug
PA164768817,anileridine,"Anileridina [INN-Spanish], Anileridinum [INN-Latin], Phthalylsulfathiazole, Sulfathalidine","Adopol, Alidine, Apidol, Apodol, Leritin, Leritine, Nipecotan",Drug
PA164712373,Anilides,Unknown,Unknown,Drug Class
PA164746467,anisindione,Anisin indandione,"Miradon, Unidone",Drug
PA164754880,anisotropine methylbromide,Unknown,"Anisotropine methobromide, Endovalpin, Lytispasm, Methyloctatropine bromide, Octatropine, Valpin 50",Drug
PA164769075,anistreplase,"Tissue-type plasminogen activator precursor, t- PA, t-plasminogen activator, tPA",Eminase,Drug
PA166307361,anlotinib,"1-[[4-[(4-fluoro-2-methyl-1H-indol-5-yl)oxy]-6-methoxyquinolin-7-yl]oxymethyl]cyclopropan-1-amine, catequentinib",Unknown,Drug
PA452298,antacids,Unknown,Unknown,Drug Class
PA164712377,"Antacids, other combinations",Unknown,Unknown,Drug Class
PA164712374,Antacids with antiflatulents,Unknown,Unknown,Drug Class
PA164712375,Antacids with antispasmodics,Unknown,Unknown,Drug Class
PA164712376,Antacids with sodium bicarbonate,Unknown,Unknown,Drug Class
PA165958418,antazoline,"phenazolin, phenazoline","Antastan, Antasten, Antihistal, Antistin, Histostab",Drug
PA164712378,Anterior Pituitary Lobe Hormones And Analogues,Unknown,Unknown,Drug Class
PA164712379,Anthelmintics,Unknown,Unknown,Drug Class
PA130620651,anthracyclines and related substances,Unknown,Unknown,Drug Class
PA164712380,Anthrax vaccines,Unknown,Unknown,Drug Class
PA164712381,Anti-acne Preparations,Unknown,Unknown,Drug Class
PA164712382,Anti-acne Preparations For Systemic Use,Unknown,Unknown,Drug Class
PA164712383,Anti-acne Preparations For Topical Use,Unknown,Unknown,Drug Class
PA164712390,Antiadrenal Preparations,Unknown,Unknown,Drug Class
PA164712391,"Antiadrenergic Agents, Centrally Acting",Unknown,Unknown,Drug Class
PA164712392,"Antiadrenergic Agents, Ganglion-blocking",Unknown,Unknown,Drug Class
PA164712393,"Antiadrenergic Agents, Peripherally Acting",Unknown,Unknown,Drug Class
PA164712394,"Antiallergic agents, excl. corticosteroids",Unknown,Unknown,Drug Class
PA164712384,Anti-androgens,Unknown,Unknown,Drug Class
PA164712397,Antiandrogens,Unknown,Unknown,Drug Class
PA164712398,Antiandrogens and estrogens,Unknown,Unknown,Drug Class
PA164712399,"Antiandrogens, plain",Unknown,Unknown,Drug Class
PA164712400,Antianemic Preparations,Unknown,Unknown,Drug Class
PA164712402,"Antiarrhythmics, class Ia",Unknown,Unknown,Drug Class
PA452249,"antiarrhythmics, class i and iii",Unknown,Unknown,Drug Class
PA164712403,"Antiarrhythmics, class Ib",Unknown,Unknown,Drug Class
PA164712404,"Antiarrhythmics, class Ic",Unknown,Unknown,Drug Class
PA164712401,"Antiarrhythmics, class III",Unknown,Unknown,Drug Class
PA164712405,Antibacterials For Systemic Use,Unknown,Unknown,Drug Class
PA164712406,Antibiotics,Unknown,Unknown,Drug Class
PA164712415,"Antibiotics And Chemotherapeutics, Combinations",Unknown,Unknown,Drug Class
PA164712414,Antibiotics And Chemotherapeutics For Dermatological Use,Unknown,Unknown,Drug Class
PA164712417,Antibiotics and corticosteroids,Unknown,Unknown,Drug Class
PA164712416,Antibiotics For Topical Use,Unknown,Unknown,Drug Class
PA164712418,Anticestodals,Unknown,Unknown,Drug Class
PA164712419,Anticholinergic Agents,Unknown,Unknown,Drug Class
PA164712420,Anticholinergics,Unknown,Unknown,Drug Class
PA164712423,Anticholinesterases,Anticholinesterases,Unknown,Drug Class
PA164712424,Anticorticosteroids,Unknown,Unknown,Drug Class
PA164712385,Anti-dementia Drugs,Unknown,Unknown,Drug Class
PA452229,antidepressants,Unknown,Unknown,Drug Class
PA164712425,Antidepressants in combination with psycholeptics,Unknown,Unknown,Drug Class
PA164712426,Antidiarrheal Microorganisms,Antidiarrheal microorganisms,Unknown,Drug Class
PA164712428,"Antidiarrheals, Intestinal Antiinflammatory/antiinfective",Unknown,Unknown,Drug Class
PA164712429,Antidotes,Unknown,Unknown,Drug Class
PA164712431,Antiemetics And Antinauseants,Antiemetics And Antinauseants,Unknown,Drug Class
PA143485705,antiepileptics,Antiepileptics,Unknown,Drug Class
PA164712386,Anti-estrogens,Unknown,Unknown,Drug Class
PA164712433,Antifibrinolytics,Unknown,Unknown,Drug Class
PA164712434,Antifungals For Dermatological Use,Unknown,Unknown,Drug Class
PA164712435,Antifungals For Systemic Use,Antifungals for systemic use,Unknown,Drug Class
PA164712436,Antifungals For Topical Use,Unknown,Unknown,Drug Class
PA10393,antiglaucoma preparations and miotics,Unknown,Unknown,Drug Class
PA164712387,Anti-gonadotropin-releasing hormones,Unknown,Unknown,Drug Class
PA164712438,Antigonadotropins and similar agents,Unknown,Unknown,Drug Class
PA164712440,Antigout Preparations,Antigout Preparations,Unknown,Drug Class
PA164712441,Antigrowth hormones,Unknown,Unknown,Drug Class
PA164750168,antihemophilic factor,"AHF, Coagulation factor VIII precursor, Procoagulant component, antihemophilic factor","Advate, Alphanate, Bioclate, Helixate, Helixate FS, Hemofil M, Humate-P, Hyate:C, Koate-HP, Kogenate, Kogenate FS, Monarc-M, Monoclate-P, ReFacto, Xyntha",Drug
PA164712442,Antihemorrhagics,Unknown,Unknown,Drug Class
PA164712443,Antihidrotics,Unknown,Unknown,Drug Class
PA164712444,Antihistamines For Systemic Use,antihistamines for systemic use,Unknown,Drug Class
PA164712445,Antihypertensives,Unknown,Unknown,Drug Class
PA164712446,Antihypertensives And Diuretics In Combination,Unknown,Unknown,Drug Class
PA164712447,Antiinfectives,Antiinfectives,Unknown,Drug Class
PA164712453,"Antiinfectives And Antiseptics, Excl. Combinations",Unknown,Unknown,Drug Class
PA164712455,Antiinfectives and antiseptics for local oral treatment,Unknown,Unknown,Drug Class
PA164712457,Antiinfectives/antiseptics In Combination With Corticosteroids,Unknown,Unknown,Drug Class
PA164712454,Antiinfectives For Systemic Use,Unknown,Unknown,Drug Class
PA164712456,Antiinfectives for treatment of acne,Unknown,Unknown,Drug Class
PA164712458,Antiinflammatory Agents,Unknown,Unknown,Drug Class
PA164712460,Antiinflammatory Agents And Antiinfectives In Combination,Unknown,Unknown,Drug Class
PA164712462,"Antiinflammatory agents, non-steroids","NSAID, NSAIDs",Unknown,Drug Class
PA164712463,"Antiinflammatory agents, non-steroids and antiinfectives in combination",Unknown,Unknown,Drug Class
PA164712461,Antiinflammatory And Antirheumatic Products,Unknown,Unknown,Drug Class
PA10384,"antiinflammatory and antirheumatic products, non-steroids",Unknown,Unknown,Drug Class
PA164712466,Antiinflammatory/antirheumatic Agents In Combination,Unknown,Unknown,Drug Class
PA164712467,Antiinflammatory/antirheumatic agents in combination with corticosteroids,Unknown,Unknown,Drug Class
PA164712464,"Antiinflammatory preparations, non-steroids for topical use",Unknown,Unknown,Drug Class
PA164712465,Antiinflammatory products for vaginal administration,Unknown,Unknown,Drug Class
PA164712468,Antimalarials,Unknown,Unknown,Drug Class
PA452622,antimetabolites,Unknown,Unknown,Drug Class
PA164712469,Antimigraine Preparations,Unknown,Unknown,Drug Class
PA164712470,Antimony compounds,Unknown,Unknown,Drug Class
PA164712471,Antimycobacterials,Unknown,Unknown,Drug Class
PA164712473,Antimycotics For Systemic Use,Antimycotics For Systemic Use,Unknown,Drug Class
PA164712474,Antinematodal Agents,Unknown,Unknown,Drug Class
PA452621,antineoplastic agents,Unknown,Unknown,Drug Class
PA164712475,Antineoplastic And Immunomodulating Agents,Unknown,Unknown,Drug Class
PA164712476,Antineovascularisation agents,Unknown,Unknown,Drug Class
PA164712478,"Antiobesity Preparations, Excl. Diet Products","Antiobesity Preparations, Excl. Diet Products",Unknown,Drug Class
PA164712479,"Antiparasitic Products, Insecticides And Repellents",Unknown,Unknown,Drug Class
PA164712388,Anti-parathyroid Agents,Unknown,Unknown,Drug Class
PA164712389,Anti-parkinson Drugs,Unknown,Unknown,Drug Class
PA164712480,Antiprogestogens,Unknown,Unknown,Drug Class
PA164712482,Antipropulsives,Antipropulsives,Unknown,Drug Class
PA164712483,Antiprotozoals,Unknown,Unknown,Drug Class
PA164712484,"Antipruritics, Incl. Antihistamines, Anesthetics, Etc.","Antipruritics, Incl. Antihistamines, Anesthetics, Etc.",Unknown,Drug Class
PA164712486,Antipsoriatics,Unknown,Unknown,Drug Class
PA164712487,Antipsoriatics For Systemic Use,Unknown,Unknown,Drug Class
PA164712488,Antipsoriatics For Topical Use,Unknown,Unknown,Drug Class
PA452233,antipsychotics,Unknown,Unknown,Drug Class
PA448453,antipyrine,"Acetasol, Analgesine, Anodynin, Anodynine, Antipirin, Antipyrin, Antipyrinum, Azophen, Azophenum, Fenazon [czech], Fenazona [inn-spanish], Fenazone, Phenazon, Phenazone, Phenozone, Pyrazoline","Apirelina, Auralgan, Sedatin, Sedatine",Drug
PA164712489,Antiseptics,Unknown,Unknown,Drug Class
PA164712492,Antiseptics and corticosteroids,Unknown,Unknown,Drug Class
PA164712491,Antiseptics And Disinfectants,Antiseptics And Disinfectants,Unknown,Drug Class
PA164712493,Antispasmodics And Anticholinergics In Combination With Other Drugs,Unknown,Unknown,Drug Class
PA164712494,Antispasmodics In Combination With Analgesics,Unknown,Unknown,Drug Class
PA164712496,Antispasmodics in combination with other drugs,Unknown,Unknown,Drug Class
PA164712495,Antispasmodics In Combination With Psycholeptics,Unknown,Unknown,Drug Class
PA164712497,"Antispasmodics, psycholeptics and analgesics in combination",Unknown,Unknown,Drug Class
PA452200,antithrombotic agents,Antithrombotic Agents,Unknown,Drug Class
PA164743704,antithymocyte globulin,"Thymoglobulin, rabbit atg, ratg","ATG-Fresenius, ATG-Fresenius S, Genzyme, Genzyme), Thymoglobulin (SangStat Medical, Thymoglobulin SangStat Medical",Drug
PA164712499,Antithyroid Preparations,Unknown,Unknown,Drug Class
PA164712500,Antitrematodals,Unknown,Unknown,Drug Class
PA164712501,Antivaricose Therapy,Unknown,Unknown,Drug Class
PA164712502,Antivertigo Preparations,Antivertigo preparations,Unknown,Drug Class
